Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_createBillingCustomer_push_notif,,,,2019-12-02 10:51:04,2019-12-02 10:51:07,2.911s,INCOMPLETE
,,,,,,,
Test Cases/Account/TC_loginCustomer/Login_Customer_Rian,,,,2019-12-02 10:51:04,2019-12-02 10:51:07,2.733s,PASSED
"var_enciphered_pin = SecureUtils.doEncryptPinRsaEwallet(dev_public_pem_file, var_user_pin)",,,,2019-12-02 10:51:05,2019-12-02 10:51:06,0.958s,PASSED
"plain = ""{"" + """"user_agent"":"""" + var_user_agent + """","" + """"phone_number"":"""" + var_phone_number + """","" + """"pin"":"""" + var_enciphered_pin + """","" + """"device_id"":"""" + var_device_id + """","" + """"fcm_token"":"""" + var_fcm_token + """"}""",,,,2019-12-02 10:51:06,2019-12-02 10:51:06,0.001s,PASSED
out.println(plain),,,,2019-12-02 10:51:06,2019-12-02 10:51:06,0.006s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-12-02 10:51:06,2019-12-02 10:51:06,0.023s,PASSED
"body = ""{""organisation_id"":""1"",""data"":"""" + encipheredData + """",""lang"":""id""}""",,,,2019-12-02 10:51:06,2019-12-02 10:51:06,0.001s,PASSED
out.println(body),,,,2019-12-02 10:51:06,2019-12-02 10:51:06,0.001s,PASSED
"request = findTestObject(""Account/obj_loginCustomer"")",,,,2019-12-02 10:51:06,2019-12-02 10:51:06,0.049s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-12-02 10:51:06,2019-12-02 10:51:06,0.008s,PASSED
response = sendRequest(request),,,,2019-12-02 10:51:06,2019-12-02 10:51:07,0.857s,PASSED
body_content = responseBodyContent,,,,2019-12-02 10:51:07,2019-12-02 10:51:07,0.008s,PASSED
status_code = statusCode,,,,2019-12-02 10:51:07,2019-12-02 10:51:07,0.001s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-12-02 10:51:07,2019-12-02 10:51:07,0.015s,PASSED
out.println(respDataMap),,,,2019-12-02 10:51:07,2019-12-02 10:51:07,0.005s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-12-02 10:51:07,2019-12-02 10:51:07,0.013s,PASSED
out.println(var_expected_rc),,,,2019-12-02 10:51:07,2019-12-02 10:51:07,0.002s,PASSED
out.println(rc_ref.getRCName()),,,,2019-12-02 10:51:07,2019-12-02 10:51:07,0.002s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-12-02 10:51:07,2019-12-02 10:51:07,0.002s,PASSED
"rcIsTrue = verifyEqual(response_code, rc_ref.getRCName())",,,,2019-12-02 10:51:07,2019-12-02 10:51:07,0.025s,PASSED
"httpRespIsTrue = verifyEqual(statusCode, rc_ref.getHttpResponse())",,,,2019-12-02 10:51:07,2019-12-02 10:51:07,0.007s,PASSED
if (rc_ref == RC00),,,,2019-12-02 10:51:07,2019-12-02 10:51:07,0.007s,PASSED
