Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_generateQRLaundry,,,,2019-11-28 13:11:18,2019-11-28 13:11:22,4.680s,INCOMPLETE
,,,,,,,
Test Cases/E_Wallet/TC_generateQRNew/TC_generateQRLaundry/TC_generateQRLaundry,,,,2019-11-28 13:11:18,2019-11-28 13:11:22,4.439s,ERROR
"plain = ""{"" + """"user_agent"":"""" + var_user_agent + """","" + """"chip_id"":"""" + var_chip_id + """","" + """"raspberry_id"":"""" + var_raspberry_id + """","" + """"action"":"""" + var_action + """","" + """"pixel_size"":"""" + var_pixel_size + """"}""",,,,2019-11-28 13:11:19,2019-11-28 13:11:19,0.005s,PASSED
out.println(plain),,,,2019-11-28 13:11:19,2019-11-28 13:11:19,0.013s,PASSED
"encipheredData = SecureUtils.encryptAesEwallet(plain, var_aes_key)",,,,2019-11-28 13:11:19,2019-11-28 13:11:20,1.061s,PASSED
"body = ""{""organisation_id"":"""" + var_organisation_id + """","" + """"data"":"""" + encipheredData + """","" + """"lang"":"""" + var_lang + """"}""",,,,2019-11-28 13:11:20,2019-11-28 13:11:20,0.001s,PASSED
out.println(body),,,,2019-11-28 13:11:20,2019-11-28 13:11:20,0.004s,PASSED
"header1 = new com.kms.katalon.core.testobject.TestObjectProperty(partner-token, com.kms.katalon.core.testobject.ConditionType.EQUALS, var_partner_token)",,,,2019-11-28 13:11:20,2019-11-28 13:11:20,0.010s,PASSED
"header2 = new com.kms.katalon.core.testobject.TestObjectProperty(Content-Type, com.kms.katalon.core.testobject.ConditionType.EQUALS, application/json)",,,,2019-11-28 13:11:20,2019-11-28 13:11:20,0.002s,PASSED
"defaultHeaders = Arrays.asList(header1, header2)",,,,2019-11-28 13:11:20,2019-11-28 13:11:20,0.010s,PASSED
"request = findTestObject(""E_Wallet/obj_generateQRLaundry"")",,,,2019-11-28 13:11:20,2019-11-28 13:11:20,0.058s,PASSED
request.setHttpHeaderProperties(defaultHeaders),,,,2019-11-28 13:11:20,2019-11-28 13:11:20,0.007s,PASSED
println(hostname),,,,2019-11-28 13:11:20,2019-11-28 13:11:20,0.003s,PASSED
println(request.getRestUrl()),,,,2019-11-28 13:11:20,2019-11-28 13:11:20,0.002s,PASSED
"request.setBodyContent(new com.kms.katalon.core.testobject.impl.HttpTextBodyContent(body, UTF-8, application/json))",,,,2019-11-28 13:11:20,2019-11-28 13:11:20,0.007s,PASSED
response = sendRequest(request),,,,2019-11-28 13:11:20,2019-11-28 13:11:22,1.969s,PASSED
body_content = responseBodyContent,,,,2019-11-28 13:11:22,2019-11-28 13:11:22,0.007s,PASSED
status_code = statusCode,,,,2019-11-28 13:11:22,2019-11-28 13:11:22,0.002s,PASSED
respDataMap = JsonSlurper().parseText(body_content),,,,2019-11-28 13:11:22,2019-11-28 13:11:22,0.014s,PASSED
out.println(respDataMap),,,,2019-11-28 13:11:22,2019-11-28 13:11:22,0.003s,PASSED
println(body_content),,,,2019-11-28 13:11:22,2019-11-28 13:11:22,0.000s,PASSED
rc_ref = ReturnCodeWrapper(var_expected_rc).getEnumRC(),,,,2019-11-28 13:11:22,2019-11-28 13:11:22,0.015s,PASSED
out.println(var_expected_rc),,,,2019-11-28 13:11:22,2019-11-28 13:11:22,0.001s,PASSED
out.println(rc_ref.getRCName()),,,,2019-11-28 13:11:22,2019-11-28 13:11:22,0.002s,PASSED
out.println(rc_ref.getHttpResponse()),,,,2019-11-28 13:11:22,2019-11-28 13:11:22,0.002s,PASSED
"result = verifyEqual(response_code, rc_ref.getRCName())",,,,2019-11-28 13:11:22,2019-11-28 13:11:22,0.031s,PASSED
if (result == false),,,,2019-11-28 13:11:22,2019-11-28 13:11:22,0.001s,PASSED
else,,,,2019-11-28 13:11:22,2019-11-28 13:11:22,0.467s,PASSED
